Timestamp,1. Country,2. Gender,3. Grade/Year of Study,4. Self-Assessed Knowledge,2.1 Frequency of Use,2.2 Primary Use Cases,2.2.1 Output Reworking (Human-AI Teaming),2.2.2 Quality Perception,2.2.3 Efficiency and Value,2.2.4 Interaction Effort (Prompting),2.3 Confidence in Detection (Media Literacy),2.3.1 Fact-Checking Habits,2.3.2 Awareness of Hallucinations,2.3.3 Awareness of Bias,2.4 General Feeling,DS1.1 Technology Adoption Profile,DS1.2 Specific Frequency of Use,DS1.3 AI Perception,DS1.5 Guidelines on AI,"DS2.1 AI tools truly ""understand"" the meaning of the text they generate.","DS2.2 The information provided by AI is generally neutral, objective, and unbiased.",DS2.3 I think AI is inherently smarter and more capable than human beings.,DS2.4 I usually trust the factual accuracy of AI-generated answers without feeling the need to double-check other sources.,DS2.5 I clearly understand how a GenAI assistant generates its responses.,DS2.6 The way I request something to AI doesn’t have any impact on the quality of the result produced,DS3.1 Teachers will unfairly accuse me of using AI for my assignments even when I do not.,DS3.2 Using AI to do my homework will make me lose the ability to think critically and learn independently.,"DS3.3 The difficulty of distinguishing between human-created and AI-generated content (e.g., fake news, deepfakes).","DS3.5 AI tools might reinforce existing social biases and discrimination (e.g., gender, race, cultural stereotypes).",DS3.6 Unequal access to premium (paid) AI tools will create unfair advantages among students.,DS3.8 I worry that relying on AI to produce high-quality work makes me feel less capable or smart when I have to complete similar tasks on my own.,"DS4.1 I expect AI to significantly speed up my daily study/work tasks, making me more efficient.",DS4.2 I believe AI can perfectly tailor learning materials to match the individual learning pace and style of each student.,DS4.3 I expect AI to make learning more accessible and inclusive for students with diverse cognitive needs or language barriers.,DS4.4 I see AI as a non-judgmental tutor that is available 24/7 to answer my questions without making me feel inadequate.,DS4.5 I expect AI to provide better guidance for my future university or career choices than traditional school counselling.,Source Language
31/03/2026 12:54:16,Italy,Female,4th year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,Daily,Other (chiedo di generare domande in base all’argomento d),I use it as a draft or inspiration and rewrite it heavily.,"My original work would have been better, but the AI was faster.","It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",It takes so much time that sometimes I just give up and do the work myself.,Very confident,I systematically check primary and authoritative sources to confirm the data.,I didn't know AI could do that.,"Yes, occasionally.","Curiosity, Enthusiasm, Suspicion",You only use it if it is strictly required for school or work.,Rarely,A personal tutor/mentor (to explain concepts and help me learn).,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Very concerned,Not at all concerned,Very concerned,Very concerned,Slightly concerned,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,it
31/03/2026 12:53:34,Italy,Male,4th year,"5 - Expert: I have a deep understanding of how AI works, use it extensively, and could comfortably teach others how to use it responsibly.",Daily,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Solving math/logic problems or coding, Generating images or presentations",I use it as a draft or inspiration and rewrite it heavily.,"My original work would have been better, but the AI was faster.","It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",A moderate amount of time (I ask for a few adjustments or refinements).,Very confident,I ask the AI itself if it is sure about the answer.,"Yes, frequently.","Yes, occasionally.","Curiosity, Hope, Enthusiasm",You are one of the first to try it out.,A few times a week,A smart search engine (to find information quickly and accurately).,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Extremely concerned,Moderately concerned,Very concerned,Slightly concerned,Slightly concerned,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,it
31/03/2026 12:52:33,Italy,Male,4th year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,Daily,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Helping with homework / Lesson planning",I copy and paste it directly without reading it thoroughly.,The AI produced a much better result than I could have.,It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Very confident,I ask the AI itself if it is sure about the answer.,"Yes, frequently.","Yes, frequently.","Hope, Enthusiasm",You try it out after hearing good things from friends or colleagues.,Daily,A personal tutor/mentor (to explain concepts and help me learn).,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Extremely concerned,Very concerned,Very concerned,Very concerned,Extremely concerned,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,it
31/03/2026 12:52:08,Italy,Male,4th year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,Daily,"Translating texts or learning a language, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,I ask the AI itself if it is sure about the answer.,"No, never.",I have never paid attention to this aspect.,"Hope, Enthusiasm",You are one of the first to try it out.,A few times a week,A smart search engine (to find information quickly and accurately).,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Not at all concerned,Moderately concerned,Not at all concerned,Slightly concerned,Slightly concerned,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,it
31/03/2026 12:52:00,Italy,Male,4th year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",Daily,"Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Helping with homework / Lesson planning",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Hope, Enthusiasm",You are one of the first to try it out.,Daily,A smart search engine (to find information quickly and accurately).,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Very concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,it
31/03/2026 12:49:45,Italy,Female,4th year,"4 - Advanced: I use AI tools regularly for various tasks and have a good understanding of their capabilities, limits, and potential biases.",Daily,"Translating texts or learning a language, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports)",I review the AI-generated output to identify potential errors and refine the text as necessary.,The AI produced a much better result than I could have.,It is a huge time saver.,A moderate amount of time (I ask for a few adjustments or refinements).,Not very confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.",I didn't know AI could do that.,I have never paid attention to this aspect.,Curiosity,You try it out after hearing good things from friends or colleagues.,A few times a week,A personal tutor/mentor (to explain concepts and help me learn).,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Slightly concerned,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,it
31/03/2026 12:48:30,Italy,Female,4th year,1 - Absolute Beginner: I know almost nothing. I have heard the term but don't really know what it is or how to use it.,Daily,"Translating texts or learning a language, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Generating images or presentations",I copy and paste it directly without reading it thoroughly.,The AI produced a much better result than I could have.,It is a huge time saver.,Very little time (I usually accept the first answer it provides).,Not very confident,I trust it completely and use it as is.,"No, never.","No, never.",Enthusiasm,You only use it if it is strictly required for school or work.,A few times a week,A smart search engine (to find information quickly and accurately).,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Disagree,Agree,Agree,Agree,Agree,Agree,it
31/03/2026 11:25:30,Italy,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Brainstorming ideas and getting inspiration, Summarizing long documents or articles, Writing/drafting text (emails, essays, reports), Solving math/logic problems or coding, Helping with homework / Lesson planning","I read it to check for major errors, but keep it mostly intact.",The AI produced a much better result than I could have.,It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Somewhat confident,I ask the AI itself if it is sure about the answer.,"Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Hope, Skepticism",You try it out after hearing good things from friends or colleagues.,A few times a week,A smart search engine (to find information quickly and accurately).,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Very concerned,Very concerned,Slightly concerned,Moderately concerned,Moderately concerned,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,it
31/03/2026 11:24:59,Italy,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Brainstorming ideas and getting inspiration, Summarizing long documents or articles, Helping with homework / Lesson planning","I read it to check for major errors, but keep it mostly intact.",The AI and I would have produced a similar result.,It is a huge time saver.,"A significant amount of time (I engage in long conversations, going back and forth until the output is perfect).",Very confident,"I do a quick search (e.g., Google, Wikipedia) to verify it.","Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Hope, Enthusiasm",You wait until it becomes mainstream and most people are using it.,Daily,A personal tutor/mentor (to explain concepts and help me learn).,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Very concerned,Moderately concerned,Moderately concerned,Slightly concerned,Slightly concerned,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,it
31/03/2026 10:27:12,Italy,Female,3rd year,3 - Intermediate: I use some AI tools occasionally for simple tasks and understand their basic functions.,A few times a week,"Brainstorming ideas and getting inspiration, Translating texts or learning a language, Helping with homework / Lesson planning",I use it as a draft or inspiration and rewrite it heavily.,The AI produced a much better result than I could have.,"It enriches my work (gives me ideas I wouldn't have had), but takes about the same amount of time.",A moderate amount of time (I ask for a few adjustments or refinements).,Somewhat confident,I systematically check primary and authoritative sources to confirm the data.,"Yes, occasionally.","Yes, occasionally.","Curiosity, Skepticism, Suspicion",You only use it if it is strictly required for school or work.,A few times a month,A creative assistant/collaborator (to brainstorm and co-create).,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Moderately concerned,Very concerned,Extremely concerned,Very concerned,Very concerned,Agree,Agree,Agree,Agree,Agree,Disagree,it
31/03/2026 08:41:16,Italy,Female,3rd year,"2 - Novice: I know the basic concepts and have seen AI tools, but I rarely or never use them myself.",Rarely,"I do not use AI tools, Other (specific questions)",I use it as a draft or inspiration and rewrite it heavily.,"My original work would have been better, but the AI was faster.",It is a waste of time (I spend more time prompting and correcting than doing it myself).,It takes so much time that sometimes I just give up and do the work myself.,Somewhat confident,I systematically check primary and authoritative sources to confirm the data.,"Yes, occasionally.",I have never paid attention to this aspect.,"Curiosity, Skepticism, Other",You wait until it becomes mainstream and most people are using it.,Never,A smart search engine (to find information quickly and accurately).,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Not at all concerned,Slightly concerned,Very concerned,Moderately concerned,Slightly concerned,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,it
